# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/gsdeol/dev/mouse-analysis/data/reference/mm9/genes.gtf" "-o" "/home/gsdeol/dev/mouse-analysis/results/counts/featureCounts_raw.txt" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-s" "2" "-T" "8" "/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam
ENSMUSG00000043410	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107269211;107269213;107269216;107269216;107270581;107270633;107270633;107270633;107270633;107271479;107271479;107271479;107271479;107271479;107274404;107274404;107274404;107274404;107276683;107276683;107276683;107276683;107276683;107282137;107282137;107282137;107282137;107282137;107283760;107283760;107283760;107283760;107283760;107285896;107285896;107285896;107285896;107285896;107286557;107286557;107286557;107286557;107286557;107300800;107300800;107300800;107300800;107300800;107301340;107301340;107301340;107301340;107301340;107302953;107302953;107302953;107302953;107302953;107303222;107303222;107303222;107303222;107303222;107303862;107303862;107303862;107303862;107303862;107307610;107307610;107307610;107307610;107307822;107307822;107307822;107307822;107307822;107309318;107309318;107309318;107309318;107309318;107309454;107309454;107309454;107309454;107309454;107310812;107310812;107310812;107310812;107310812;107315530;107315530;107315530;107315530;107315530;107318921;107318921;107318921;107318921;107318921;107321717;107321717;107321717;107322469;107322469;107322469;107324215;107324215;107324215;107324215;107324963;107324963;107324963;107325250;107325250;107325250;107327277;107327277;107327277;107327448;107327448;107327448;107330724;107330724;107330724;107330906;107330906;107331088;107331088;107331088;107331941;107331941;107331941;107333245;107333245;107333245;107333245;107333765;107333765;107333765;107333765;107340091;107340091;107340091;107340091;107340423;107340423;107340423;107340423;107346343;107346343;107346343;107346343;107347396;107347396;107349982;107349982;107351832;107351832;107351832;107351832;107351832;107353850;107353850;107353850;107353850;107354788;107354788;107354788;107355216;107355268	107269747;107269747;107269747;107269747;107270784;107270784;107270784;107270784;107270784;107271590;107271590;107271590;107271590;107271590;107274494;107274494;107274494;107274494;107276796;107276796;107276796;107276796;107276796;107282240;107282240;107282240;107282240;107282240;107283839;107283839;107283839;107283839;107283839;107286011;107286011;107286011;107286011;107286011;107286637;107286637;107286637;107286637;107286637;107300946;107300946;107300946;107300946;107300946;107301443;107301443;107301443;107301443;107301443;107303110;107303110;107303110;107303110;107303110;107303305;107303305;107303305;107303305;107303305;107303947;107303947;107303947;107303947;107303947;107307741;107307741;107307741;107307741;107307919;107307919;107307919;107307919;107307919;107309365;107309365;107309365;107309365;107309365;107309560;107309560;107309560;107309560;107309560;107310903;107310903;107310903;107310903;107310903;107315610;107315610;107315610;107315610;107315610;107318941;107318968;107318968;107318968;107318968;107321850;107321850;107321850;107322563;107322563;107322563;107324360;107324360;107324360;107324346;107325064;107325064;107325064;107325293;107325293;107325293;107327365;107327365;107327365;107327648;107327648;107327648;107330879;107330879;107330879;107331165;107331165;107331165;107331165;107331165;107333377;107332092;107332092;107333377;107333377;107333377;107333377;107333835;107333835;107333835;107333835;107340138;107340138;107340138;107340138;107340610;107340685;107340610;107340685;107346646;107346646;107346646;107346646;107347508;107347508;107350095;107350095;107351929;107351929;107351902;107351902;107351929;107353951;107353951;107353951;107353951;107354909;107354909;107354909;107355277;107355340	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6648	1	3	3	2	1	0	0	2	0	1	2	2
ENSMUSG00000067047	5	107335757	107335999	+	243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029283	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107393341;107393341;107393341;107393400;107393411;107393580;107393952;107393952;107393952;107393952;107393952;107393952;107394037;107394037;107397877;107397877;107397877;107397877;107397877;107397877;107397877;107397877;107398178;107398178;107398178;107398178;107398178;107398178;107398178;107398178;107398491;107401766;107401766;107401766;107401766;107401766;107401766;107401766;107401944;107401944;107401944;107401944;107401944;107401944;107401944;107402796;107402796;107402796;107402796;107402796;107402796;107402796;107403620;107403620;107403620;107403620;107403620;107403928;107403928;107403939;107404257;107404504;107404504;107404504;107404504;107404504;107404504;107405649;107405649;107405649;107405649;107405649;107405649;107405649;107405649;107405877;107408314;107408314;107408314;107408314;107408314;107408314;107408314;107408335;107411983;107411983;107411983;107411983;107411983;107411983;107411983	107393444;107393444;107393444;107393444;107393444;107393852;107394133;107394133;107394133;107394133;107394133;107394133;107394133;107394133;107397960;107397960;107397960;107397960;107397960;107397960;107397960;107397960;107398313;107398313;107398313;107398313;107398313;107398313;107398313;107398313;107398497;107401859;107401859;107401859;107401859;107401859;107401859;107401859;107402086;107402086;107402086;107402086;107402086;107402086;107402086;107403039;107403039;107403039;107403039;107403039;107403039;107403039;107403715;107403715;107403715;107404679;107403715;107404086;107403936;107404086;107404679;107404679;107404679;107404679;107404679;107404679;107404679;107405731;107405731;107405731;107405731;107405731;107405731;107405731;107405731;107405982;107408342;107408463;107408463;107408463;107408463;107408463;107408463;107408463;107412374;107412374;107413450;107413451;107413451;107413451;107413450	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4135	182	193	175	179	189	142	161	159	163	133	198	167
ENSMUSG00000029287	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107535589;107538300;107547216;107547438;107547438;107550379;107550379;107550379;107559480;107559480;107559480;107561752;107561752;107561752;107565938;107565938;107566549;107566549;107568788;107568788;107569403;107569403;107571376;107571376;107576999;107577045;107577045;107578809;107578809;107578809;107583271;107583271;107583271;107606824;107606824;107606824;107621197;107643912;107643912;107695213;107695213;107718274;107718274	107538776;107538776;107547545;107547545;107547545;107550426;107550426;107550426;107559597;107559597;107559597;107561942;107562048;107562048;107566096;107566096;107566689;107566689;107568940;107568940;107569731;107569731;107571565;107571565;107577192;107577192;107577192;107578977;107578977;107578977;107583454;107583454;107583454;107606961;107606961;107606961;107621386;107644096;107644096;107695369;107695369;107718614;107718648	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6545	2420	2212	3006	3217	2091	2208	2282	2740	2381	2242	2768	3165
ENSMUSG00000084218	5	107670642	107671386	+	745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088429	5	107731965	107732066	+	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029279	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107760178;107760194;107760211;107770319;107770319;107770319;107771039;107771039;107771039;107772572;107772572;107774155;107774155;107777485;107777485;107779095;107779095;107785771;107786766;107787856;107788212;107788599;107788791;107788856;107798322;107798322;107799174;107799177;107805284;107805284;107806029;107806923;107806923;107814477;107814477	107760326;107760326;107760381;107770460;107770460;107770460;107771094;107771278;107771278;107772709;107772709;107774269;107774269;107777657;107777657;107779760;107779445;107785899;107786954;107788028;107788492;107788724;107789006;107789006;107798383;107798383;107799348;107799348;107805381;107805381;107806234;107807103;107807103;107815380;107816077	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5115	33	29	31	39	28	38	33	59	25	23	29	46
ENSMUSG00000081798	5	107810400	107811036	-	637	0	6	0	3	1	2	3	2	4	3	3	4
ENSMUSG00000064554	5	107830338	107830456	+	119	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000033805	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107831755;107832515;107832794;107834804;107835051;107835051;107835051;107835051;107842035;107842035;107842035;107842035;107842517;107842517;107842517;107842517;107848795;107855819;107858682	107831855;107832794;107832971;107834892;107835136;107835136;107835136;107835136;107842192;107842192;107842192;107842192;107842607;107842547;107842639;107842645;107848898;107855967;107859054	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1646	25	41	26	44	26	26	14	27	26	22	36	51
ENSMUSG00000090558	5;5;5	107833842;107858811;107860843	107834632;107858883;107860929	-;-;-	951	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000033794	5;5;5;5	107860568;107860568;107861707;107861707	107860997;107860998;107864058;107864058	+;+;+;+	2783	1	11	3	3	5	4	4	3	0	5	3	10
ENSMUSG00000070632	5;5;5;5;5;5;5;5;5;5;5;5;5	107867016;107874882;107881008;107881175;107890457;107890457;107899727;107899727;107900000;107914066;107914776;107919682;107920498	107867164;107875076;107881204;107881204;107890574;107890574;107899816;107899816;107900370;107914146;107914872;107919770;107920647	+;+;+;+;+;+;+;+;+;+;+;+;+	1537	20	16	13	19	15	14	18	21	8	8	14	11
ENSMUSG00000089628	5	107907545	107908099	-	555	0	0	1	0	0	0	1	0	2	1	0	0
ENSMUSG00000044060	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107924917;107925755;107926397;107926740;107926764;107926795;107926798;107929046;107929046;107929046;107929046;107929046;107932358;107932358;107932358;107932358;107932358;107932962;107933523;107933523;107933523;107933523;107933523;107933526;107933949;107934010;107934010;107934010;107934010;107934010;107935895;107935895;107935895;107935895;107935895;107936640;107937830;107939371;107939371;107968149;108007533;108007924	107925072;107925892;107926869;107926869;107926869;107926869;107926869;107929107;107929107;107929107;107929107;107929107;107933033;107933033;107933033;107933033;107933033;107933033;107933613;107933613;107933613;107933613;107933613;107933613;107934149;107934149;107934149;107934149;107934149;107934149;107936109;107936241;107941575;107938141;107938141;107938141;107939227;107940226;107939840;107968242;108007689;108009615	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9421	151	147	153	175	135	145	161	168	130	148	177	196
ENSMUSG00000089798	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107937963;107963728;107963739;107963756;107963776;107968149;107968149;107968149;107968149;107968149;107969973;107972939;107972939;107972939;107972939;107972939;107974707;107974707;107974707;107974707;107975220;107975220;107975220;107975220;107977136;107977136;107978104;107978104;107978104	107938141;107963827;107963827;107963827;107963827;107968242;107968242;107968242;107968242;107968242;107970180;107978041;107973032;107973032;107973032;107973032;107974875;107974875;107974875;107974875;107975298;107975298;107975298;107975298;107977239;107977396;107978233;107980561;107980568	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8149	0	1	1	2	2	2	1	0	2	1	2	2
ENSMUSG00000029276	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	107977986;107977988;107978041;107978042;107978043;107978410;107978410;107978410;107978410;107978410;107979991;107979991;107979991;107979991;107979991;107986301;107986301;107986301;107986301;107986937;107986937;107986937;107987481;107987481;107987481;107989895;107989895;107989895;107989895;107990072;107990072;107990072;107990072;107990861;107990861;107990861;107990861;107991264;107991264;107991264;107991264;107991770;107991770;107991770;107991770;107999149;107999149;107999149;107999149;108001299;108001299;108001299;108001299;108001299;108002704;108002704;108002704;108002704;108002704;108004251;108004251;108004251;108004251;108004251;108004306;108004340;108007470;108007470;108007470;108007470;108007470;108007470;108007470;108022772;108022772;108022772;108022772;108022772;108022772;108022772;108025807;108025807;108025807;108025807;108025807;108025807;108026311;108026408;108026563;108026563;108026563;108026563;108026826	107978194;107978194;107978194;107978194;107978194;107978492;107978492;107978492;107978492;107978492;107980114;107980114;107980114;107980429;107980114;107986364;107986364;107986364;107986364;107987043;107987043;107987043;107987565;107987565;107987565;107989968;107989968;107989968;107989968;107990113;107990113;107990113;107990113;107990950;107990950;107990950;107990950;107991294;107991294;107991294;107991294;107991823;107991823;107991823;107991823;107999336;107999336;107999336;107999336;108001401;108001401;108001401;108001401;108001401;108002941;108002941;108002941;108002941;108002941;108004383;108004383;108004359;108004359;108004359;108004383;108004359;108007586;108007586;108007586;108007586;108007586;108007586;108007586;108022897;108022897;108022897;108022897;108022897;108022897;108022897;108025881;108025881;108025881;108025881;108025881;108025881;108026565;108026563;108026658;108026585;108026596;108026658;108026907	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2688	106	94	116	107	113	87	105	127	119	120	109	106
ENSMUSG00000033773	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	108026392;108026715;108026736;108026740;108026754;108026793;108026980;108027001;108027541;108027541;108027541;108027541;108027541;108027541;108027541;108027541;108030750;108030750;108030750;108030750;108030750;108030750;108030750;108030750;108032545;108032545;108032545;108032545;108032545;108032545;108032840;108032840;108032840;108032840;108032840;108032840;108035924;108035924;108035924;108035924;108035924;108035924;108047160;108047160;108047160;108047160;108047160;108048841;108048841;108048841;108048841;108048841;108052721;108052721;108052721;108052721;108052721;108054907;108054907;108054907;108054907;108054907;108062082;108062082;108062082;108062082;108062082;108070802;108070802;108070973;108084176;108084176;108090500;108090500	108026613;108026879;108026879;108026879;108026879;108026879;108027322;108027104;108027586;108027586;108027586;108027586;108027586;108027586;108027586;108027586;108030816;108030864;108030864;108030988;108030864;108030864;108030878;108030864;108032643;108032643;108032643;108032643;108032643;108032643;108032905;108032905;108032905;108032905;108032905;108032905;108036007;108036012;108036012;108036012;108036012;108036012;108047195;108047195;108047195;108047195;108047195;108049774;108049774;108049774;108049774;108049774;108052815;108052815;108052815;108052815;108052815;108054987;108054987;108054987;108054987;108054987;108062150;108062150;108062150;108062150;108062150;108071698;108071698;108071688;108084329;108084329;108090857;108090857	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3893	269	264	278	280	268	259	201	224	244	236	253	247
ENSMUSG00000085900	5;5;5	108059269;108060737;108062597	108059453;108060815;108062869	-;-;-	537	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000091666	5;5	108088116;108116968	108089105;108117034	-;-	1057	2	2	0	0	0	0	1	0	2	1	1	1
ENSMUSG00000029275	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	108145674;108145674;108145676;108145676;108145685;108146243;108149129;108149129;108149129;108149129;108149129;108149129;108150139;108150139;108150139;108150139;108150139;108150139;108150395;108150395;108150395;108150395;108150395;108150625;108150630;108150630;108152243;108152243;108152243;108152243;108152243;108152243;108152744;108152744;108152744;108152744;108152744;108152744;108152827;108154581;108154581;108154975	108146937;108146937;108146937;108146937;108146937;108146937;108149294;108149294;108149294;108149294;108149294;108149294;108150335;108150276;108150276;108150276;108150276;108150276;108150628;108150883;108150883;108150613;108150628;108150883;108150883;108150883;108152428;108152428;108152428;108152428;108152428;108152428;108152906;108152981;108152906;108153363;108152906;108153363;108152976;108154825;108154825;108155056	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3249	72	80	57	47	105	32	91	62	76	52	41	33
ENSMUSG00000090030	5;5;5;5	108154177;108154807;108155418;108157665	108154368;108156124;108155686;108157821	+;+;+;+	1667	1	4	1	1	3	1	2	3	6	3	1	1
ENSMUSG00000011831	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	108173814;108173814;108173820;108176295;108193695;108193695;108193695;108193695;108193781;108217218;108217218;108217218;108217218;108217218;108217306;108219381;108219381;108219381;108219381;108219381;108219381;108224718;108224718;108224718;108224718;108224718;108224718;108224744;108226832;108226832;108226832;108226832;108226832;108226832;108226832;108228145;108228145;108228145;108228145;108228145;108228145;108228145;108238609;108238609;108238609;108238609;108239309;108239309;108239309;108241377;108241377;108241377;108241377;108241377;108242565;108242565;108242565;108242565;108242565;108242595;108244180;108244630;108244630;108244630;108244630;108244630;108244630;108244630;108244630;108244821;108244821;108244821;108244821;108244821;108244821;108244821;108244821;108244821;108245619;108245793;108245793;108245793;108245793;108245793;108245793;108245793;108245793;108245793;108247908;108247908;108247908;108247908;108247908;108247908;108247908;108247908;108248623;108248623;108248623;108248623;108248623;108248623;108248623;108248623;108248631;108248643;108248674;108248679;108249451;108249451;108249451;108249451;108249451;108249451;108249451;108249451;108249451;108249451;108250724;108250724;108250724;108250724;108250724;108250724;108250724;108250724;108250724;108250724;108250753;108266440;108266440;108271090;108271090;108271090;108271090;108271090;108271090;108271090;108271090;108271090;108271090;108279089;108297257;108297810;108297810;108297810;108297810;108301620;108301620;108301620;108301649;108304008;108304008;108304008;108304008;108304008;108304008;108304008	108177476;108177476;108177476;108177476;108193790;108193790;108193790;108193790;108193790;108217313;108217313;108217313;108217313;108217313;108217313;108219527;108219527;108219527;108219527;108219527;108219527;108224876;108224876;108224876;108224876;108224876;108224876;108224876;108226972;108226972;108226972;108226972;108226972;108226972;108226972;108228279;108228279;108228565;108228279;108228279;108228279;108228279;108238755;108238755;108238801;108238755;108239341;108239341;108239341;108241430;108241430;108241430;108241430;108241430;108242625;108242625;108242625;108242625;108242625;108242625;108244727;108244727;108244727;108244727;108244727;108244727;108244727;108244727;108244727;108244910;108244910;108244910;108244910;108244910;108244910;108244910;108244910;108244910;108245652;108245936;108245936;108245828;108245936;108245936;108245936;108245936;108245936;108245936;108248033;108248033;108248033;108248033;108248033;108248033;108248033;108248033;108248697;108248697;108248697;108248697;108248697;108248628;108248697;108248697;108248672;108248697;108248697;108248697;108249675;108249675;108249675;108249675;108249675;108249675;108249675;108249675;108249675;108249675;108250913;108250835;108250913;108250913;108250913;108250913;108250913;108250913;108250913;108250913;108250913;108266465;108266499;108271319;108271319;108271319;108271319;108271319;108271319;108271319;108271319;108271319;108271319;108279323;108297407;108297918;108298187;108298127;108298187;108301674;108301674;108301674;108302010;108304071;108304075;108304063;108304078;108304126;108304126;108304126	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8060	1557	1461	1511	1727	1569	1434	1335	1638	1419	1387	1618	1740
ENSMUSG00000063447	5	108259272	108260361	+	1090	0	2	1	3	2	3	1	4	2	1	1	4
ENSMUSG00000083609	5	108273409	108273694	+	286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058558	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	108329521;108329591;108329893;108330889;108330889;108330889;108331041;108331041;108331041;108331140;108332288;108332288;108332288;108332288;108332685;108332685;108332685;108333133;108333736;108333736;108335641;108336208;108336208;108336916;108336916;108336916	108329665;108329665;108330090;108330958;108330958;108330958;108331156;108331156;108331156;108331156;108332904;108332422;108332422;108332422;108332887;108333142;108332887;108333913;108333847;108333913;108336296;108336296;108336296;108337069;108337074;108338024	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3920	3805	3800	3312	3604	3880	3153	3316	3189	3393	3584	3738	3786
ENSMUSG00000064453	5	108333574	108333667	+	94	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077222	5	108334196	108334327	+	132	15	14	13	4	8	9	18	9	15	8	13	12
ENSMUSG00000077426	5	108336364	108336495	+	132	1	3	1	1	9	2	1	1	1	4	4	3
ENSMUSG00000029270	5;5;5;5;5;5;5;5;5;5;5;5	108337072;108338722;108340631;108340631;108343365;108343365;108343417;108353604;108353604;108401847;108415968;108415968	108339235;108339235;108340807;108340807;108343472;108343472;108343472;108353738;108353738;108402017;108416052;108416104	-;-;-;-;-;-;-;-;-;-;-;-	2892	469	465	493	506	473	350	445	381	404	406	410	419
ENSMUSG00000084855	5	108431279	108431505	+	227	1	1	0	0	0	0	1	0	0	1	0	0
